n = 16, m = 12, t1f =  1.33, t1 =  2 <=> t2 =  2, t2f =  2.25
n = 16, m = 13, t1f =  1.23, t1 =  2 <=> t2 =  2, t2f =  2.15
n = 16, m = 14, t1f =  1.14, t1 =  2 <=> t2 =  2, t2f =  2.07
n = 16, m = 15, t1f =  1.07, t1 =  2 <=> t2 =  2, t2f =  2.00
n = 16, m = 16, t1f =  1.00, t1 =  1 <=> t2 =  1, t2f =  1.94
n = 16, m = 17, t1f =  0.94, t1 =  1 <=> t2 =  1, t2f =  1.88
n = 16, m = 18, t1f =  0.89, t1 =  1 <=> t2 =  1, t2f =  1.83
n = 16, m = 19, t1f =  0.84, t1 =  1 <=> t2 =  1, t2f =  1.79
n = 16, m = 20, t1f =  0.80, t1 =  1 <=> t2 =  1, t2f =  1.75
n = 17, m =  1, t1f = 17.00, t1 = 17 <=> t2 = 17, t2f = 17.00
n = 17, m =  2, t1f =  8.50, t1 =  9 <=> t2 =  9, t2f =  9.00
n = 17, m =  3, t1f =  5.67, t1 =  6 <=> t2 =  6, t2f =  6.33
n = 17, m =  4, t1f =  4.25, t1 =  5 <=> t2 =  5, t2f =  5.00
n = 17, m =  5, t1f =  3.40, t1 =  4 <=> t2 =  4, t2f =  4.20
n = 17, m =  6, t1f =  2.83, t1 =  3 <=> t2 =  3, t2f =  3.67
n = 17, m =  7, t1f =  2.43, t1 =  3 <=> t2 =  3, t2f =  3.29
n = 17, m =  8, t1f =  2.12, t1 =  3 <=> t2 =  3, t2f =  3.00
n = 17, m =  9, t1f =  1.89, t1 =  2 <=> t2 =  2, t2f =  2.78
n = 17, m = 10, t1f =  1.70, t1 =  2 <=> t2 =  2, t2f =  2.60
n = 17, m = 11, t1f =  1.55, t1 =  2 <=> t2 =  2, t2f =  2.45
n = 17, m = 12, t1f =  1.42, t1 =  2 <=> t2 =  2, t2f =  2.33
n = 17, m = 13, t1f =  1.31, t1 =  2 <=> t2 =  2, t2f =  2.23
n = 17, m = 14, t1f =  1.21, t1 =  2 <=> t2 =  2, t2f =  2.14
n = 17, m = 15, t1f =  1.13, t1 =  2 <=> t2 =  2, t2f =  2.07
n = 17, m = 16, t1f =  1.06, t1 =  2 <=> t2 =  2, t2f =  2.00
n = 17, m = 17, t1f =  1.00, t1 =  1 <=> t2 =  1, t2f =  1.94
n = 17, m = 18, t1f =  0.94, t1 =  1 <=> t2 =  1, t2f =  1.89
n = 17, m = 19, t1f =  0.89, t1 =  1 <=> t2 =  1, t2f =  1.84
n = 17, m = 20, t1f =  0.85, t1 =  1 <=> t2 =  1, t2f =  1.80
n = 18, m =  1, t1f = 18.00, t1 = 18 <=> t2 = 18, t2f = 18.00
n = 18, m =  2, t1f =  9.00, t1 =  9 <=> t2 =  9, t2f =  9.50
n = 18, m =  3, t1f =  6.00, t1 =  6 <=> t2 =  6, t2f =  6.67
n = 18, m =  4, t1f =  4.50, t1 =  5 <=> t2 =  5, t2f =  5.25
n = 18, m =  5, t1f =  3.60, t1 =  4 <=> t2 =  4, t2f =  4.40
n = 18, m =  6, t1f =  3.00, t1 =  3 <=> t2 =  3, t2f =  3.83
n = 18, m =  7, t1f =  2.57, t1 =  3 <=> t2 =  3, t2f =  3.43
n = 18, m =  8, t1f =  2.25, t1 =  3 <=> t2 =  3, t2f =  3.12
n = 18, m =  9, t1f =  2.00, t1 =  2 <=> t2 =  2, t2f =  2.89
n = 18, m = 10, t1f =  1.80, t1 =  2 <=> t2 =  2, t2f =  2.70
n = 18, m = 11, t1f =  1.64, t1 =  2 <=> t2 =  2, t2f =  2.55
n = 18, m = 12, t1f =  1.50, t1 =  2 <=> t2 =  2, t2f =  2.42
n = 18, m = 13, t1f =  1.38, t1 =  2 <=> t2 =  2, t2f =  2.31
n = 18, m = 14, t1f =  1.29, t1 =  2 <=> t2 =  2, t2f =  2.21
n = 18, m = 15, t1f =  1.20, t1 =  2 <=> t2 =  2, t2f =  2.13
n = 18, m = 16, t1f =  1.12, t1 =  2 <=> t2 =  2, t2f =  2.06
n = 18, m = 17, t1f =  1.06, t1 =  2 <=> t2 =  2, t2f =  2.00
n = 18, m = 18, t1f =  1.00, t1 =  1 <=> t2 =  1, t2f =  1.94
n = 18, m = 19, t1f =  0.95, t1 =  1 <=> t2 =  1, t2f =  1.89
n = 18, m = 20, t1f =  0.90, t1 =  1 <=> t2 =  1, t2f =  1.85
n = 19, m =  1, t1f = 19.00, t1 = 19 <=> t2 = 19, t2f = 19.00
n = 19, m =  2, t1f =  9.50, t1 = 10 <=> t2 = 10, t2f = 10.00
n = 19, m =  3, t1f =  6.33, t1 =  7 <=> t2 =  7, t2f =  7.00
n = 19, m =  4, t1f =  4.75, t1 =  5 <=> t2 =  5, t2f =  5.50
n = 19, m =  5, t1f =  3.80, t1 =  4 <=> t2 =  4, t2f =  4.60
n = 19, m =  6, t1f =  3.17, t1 =  4 <=> t2 =  4, t2f =  4.00
n = 19, m =  7, t1f =  2.71, t1 =  3 <=> t2 =  3, t2f =  3.57
n = 19, m =  8, t1f =  2.38, t1 =  3 <=> t2 =  3, t2f =  3.25
n = 19, m =  9, t1f =  2.11, t1 =  3 <=> t2 =  3, t2f =  3.00
n = 19, m = 10, t1f =  1.90, t1 =  2 <=> t2 =  2, t2f =  2.80
n = 19, m = 11, t1f =  1.73, t1 =  2 <=> t2 =  2, t2f =  2.64
n = 19, m = 12, t1f =  1.58, t1 =  2 <=> t2 =  2, t2f =  2.50
n = 19, m = 13, t1f =  1.46, t1 =  2 <=> t2 =  2, t2f =  2.38
n = 19, m = 14, t1f =  1.36, t1 =  2 <=> t2 =  2, t2f =  2.29
n = 19, m = 15, t1f =  1.27, t1 =  2 <=> t2 =  2, t2f =  2.20
n = 19, m = 16, t1f =  1.19, t1 =  2 <=> t2 =  2, t2f =  2.12
n = 19, m = 17, t1f =  1.12, t1 =  2 <=> t2 =  2, t2f =  2.06
n = 19, m = 18, t1f =  1.06, t1 =  2 <=> t2 =  2, t2f =  2.00
n = 19, m = 19, t1f =  1.00, t1 =  1 <=> t2 =  1, t2f =  1.95
n = 19, m = 20, t1f =  0.95, t1 =  1 <=> t2 =  1, t2f =  1.90
n = 20, m =  1, t1f = 20.00, t1 = 20 <=> t2 = 20, t2f = 20.00
n = 20, m =  2, t1f = 10.00, t1 = 10 <=> t2 = 10, t2f = 10.50
n = 20, m =  3, t1f =  6.67, t1 =  7 <=> t2 =  7, t2f =  7.33
n = 20, m =  4, t1f =  5.00, t1 =  5 <=> t2 =  5, t2f =  5.75
n = 20, m =  5, t1f =  4.00, t1 =  4 <=> t2 =  4, t2f =  4.80
n = 20, m =  6, t1f =  3.33, t1 =  4 <=> t2 =  4, t2f =  4.17
n = 20, m =  7, t1f =  2.86, t1 =  3 <=> t2 =  3, t2f =  3.71
n = 20, m =  8, t1f =  2.50, t1 =  3 <=> t2 =  3, t2f =  3.38
n = 20, m =  9, t1f =  2.22, t1 =  3 <=> t2 =  3, t2f =  3.11
n = 20, m = 10, t1f =  2.00, t1 =  2 <=> t2 =  2, t2f =  2.90
n = 20, m = 11, t1f =  1.82, t1 =  2 <=> t2 =  2, t2f =  2.73
n = 20, m = 12, t1f =  1.67, t1 =  2 <=> t2 =  2, t2f =  2.58
n = 20, m = 13, t1f =  1.54, t1 =  2 <=> t2 =  2, t2f =  2.46
n = 20, m = 14, t1f =  1.43, t1 =  2 <=> t2 =  2, t2f =  2.36
n = 20, m = 15, t1f =  1.33, t1 =  2 <=> t2 =  2, t2f =  2.27
n = 20, m = 16, t1f =  1.25, t1 =  2 <=> t2 =  2, t2f =  2.19
n = 20, m = 17, t1f =  1.18, t1 =  2 <=> t2 =  2, t2f =  2.12
n = 20, m = 18, t1f =  1.11, t1 =  2 <=> t2 =  2, t2f =  2.06
n = 20, m = 19, t1f =  1.05, t1 =  2 <=> t2 =  2, t2f =  2.00
n = 20, m = 20, t1f =  1.00, t1 =  1 <=> t2 =  1, t2f =  1.95
